"nF","ipf","total_items","rep","alpha","beta","pattern","mcc_pattern_z15"
16,6,96,1,0.5,0.5,"clean",NA
16,6,96,1,0.5,0.5,"random",0.3091
16,6,96,1,0.5,0.5,"longstring",0.2518
16,6,96,1,0.5,0.5,"pure_straight",0.4
16,6,96,1,0.5,0.5,"acquiescent",0.28
16,6,96,1,0.5,0.5,"mixed",0.2956
16,6,96,1,0.5,0.8,"clean",NA
16,6,96,1,0.5,0.8,"random",0.3091
16,6,96,1,0.5,0.8,"longstring",0.2518
16,6,96,1,0.5,0.8,"pure_straight",0.4
16,6,96,1,0.5,0.8,"acquiescent",0.28
16,6,96,1,0.5,0.8,"mixed",0.2956
16,6,96,1,0.5,1,"clean",NA
16,6,96,1,0.5,1,"random",0.3024
16,6,96,1,0.5,1,"longstring",0.2457
16,6,96,1,0.5,1,"pure_straight",0.3914
16,6,96,1,0.5,1,"acquiescent",0.2724
16,6,96,1,0.5,1,"mixed",0.2889
16,6,96,1,0.5,1.5,"clean",NA
16,6,96,1,0.5,1.5,"random",0.2928
16,6,96,1,0.5,1.5,"longstring",0.237
16,6,96,1,0.5,1.5,"pure_straight",0.3793
16,6,96,1,0.5,1.5,"acquiescent",0.2616
16,6,96,1,0.5,1.5,"mixed",0.2794
16,6,96,1,1,0.3,"clean",NA
16,6,96,1,1,0.3,"random",0.3126
16,6,96,1,1,0.3,"longstring",0.2549
16,6,96,1,1,0.3,"pure_straight",0.4044
16,6,96,1,1,0.3,"acquiescent",0.2839
16,6,96,1,1,0.3,"mixed",0.299
16,6,96,1,1,0.5,"clean",NA
16,6,96,1,1,0.5,"random",0.3091
16,6,96,1,1,0.5,"longstring",0.2518
16,6,96,1,1,0.5,"pure_straight",0.4
16,6,96,1,1,0.5,"acquiescent",0.28
16,6,96,1,1,0.5,"mixed",0.2956
16,6,96,1,1,0.8,"clean",NA
16,6,96,1,1,0.8,"random",0.3024
16,6,96,1,1,0.8,"longstring",0.2457
16,6,96,1,1,0.8,"pure_straight",0.3914
16,6,96,1,1,0.8,"acquiescent",0.3125
16,6,96,1,1,0.8,"mixed",0.2889
16,6,96,1,1,1,"clean",NA
16,6,96,1,1,1,"random",0.2928
16,6,96,1,1,1,"longstring",0.237
16,6,96,1,1,1,"pure_straight",0.3793
16,6,96,1,1,1,"acquiescent",0.3012
16,6,96,1,1,1,"mixed",0.2794
16,6,96,1,1,1.5,"clean",NA
16,6,96,1,1,1.5,"random",0.2867
16,6,96,1,1,1.5,"longstring",0.2315
16,6,96,1,1,1.5,"pure_straight",0.3716
16,6,96,1,1,1.5,"acquiescent",0.2941
16,6,96,1,1,1.5,"mixed",0.2705
16,6,96,1,1.5,0.3,"clean",NA
16,6,96,1,1.5,0.3,"random",0.3091
16,6,96,1,1.5,0.3,"longstring",0.2518
16,6,96,1,1.5,0.3,"pure_straight",0.4
16,6,96,1,1.5,0.3,"acquiescent",0.28
16,6,96,1,1.5,0.3,"mixed",0.2956
16,6,96,1,1.5,0.5,"clean",NA
16,6,96,1,1.5,0.5,"random",0.3091
16,6,96,1,1.5,0.5,"longstring",0.2518
16,6,96,1,1.5,0.5,"pure_straight",0.4
16,6,96,1,1.5,0.5,"acquiescent",0.28
16,6,96,1,1.5,0.5,"mixed",0.2956
16,6,96,1,1.5,0.8,"clean",NA
16,6,96,1,1.5,0.8,"random",0.2928
16,6,96,1,1.5,0.8,"longstring",0.237
16,6,96,1,1.5,0.8,"pure_straight",0.3793
16,6,96,1,1.5,0.8,"acquiescent",0.3012
16,6,96,1,1.5,0.8,"mixed",0.2794
16,6,96,1,1.5,1,"clean",NA
16,6,96,1,1.5,1,"random",0.2897
16,6,96,1,1.5,1,"longstring",0.2342
16,6,96,1,1.5,1,"pure_straight",0.3754
16,6,96,1,1.5,1,"acquiescent",0.2976
16,6,96,1,1.5,1,"mixed",0.2764
16,6,96,1,1.5,1.5,"clean",NA
16,6,96,1,1.5,1.5,"random",0.2753
16,6,96,1,1.5,1.5,"longstring",0.2726
16,6,96,1,1.5,1.5,"pure_straight",0.357
16,6,96,1,1.5,1.5,"acquiescent",0.2806
16,6,96,1,1.5,1.5,"mixed",0.2595
16,6,96,1,2,0.3,"clean",NA
16,6,96,1,2,0.3,"random",0.3091
16,6,96,1,2,0.3,"longstring",0.2518
16,6,96,1,2,0.3,"pure_straight",0.4
16,6,96,1,2,0.3,"acquiescent",0.28
16,6,96,1,2,0.3,"mixed",0.2956
16,6,96,1,2,0.5,"clean",NA
16,6,96,1,2,0.5,"random",0.3091
16,6,96,1,2,0.5,"longstring",0.2518
16,6,96,1,2,0.5,"pure_straight",0.4
16,6,96,1,2,0.5,"acquiescent",0.3204
16,6,96,1,2,0.5,"mixed",0.2956
16,6,96,1,2,0.8,"clean",NA
16,6,96,1,2,0.8,"random",0.2928
16,6,96,1,2,0.8,"longstring",0.237
16,6,96,1,2,0.8,"pure_straight",0.3793
16,6,96,1,2,0.8,"acquiescent",0.3012
16,6,96,1,2,0.8,"mixed",0.2794
16,6,96,1,2,1,"clean",NA
16,6,96,1,2,1,"random",0.2838
16,6,96,1,2,1,"longstring",0.2288
16,6,96,1,2,1,"pure_straight",0.3678
16,6,96,1,2,1,"acquiescent",0.2906
16,6,96,1,2,1,"mixed",0.2677
16,6,96,1,2,1.5,"clean",NA
16,6,96,1,2,1.5,"random",0.2699
16,6,96,1,2,1.5,"longstring",0.2699
16,6,96,1,2,1.5,"pure_straight",0.3536
16,6,96,1,2,1.5,"acquiescent",0.3156
16,6,96,1,2,1.5,"mixed",0.2569
16,6,96,1,2.5,0.3,"clean",NA
16,6,96,1,2.5,0.3,"random",0.3091
16,6,96,1,2.5,0.3,"longstring",0.2518
16,6,96,1,2.5,0.3,"pure_straight",0.4
16,6,96,1,2.5,0.3,"acquiescent",0.28
16,6,96,1,2.5,0.3,"mixed",0.2956
16,6,96,1,2.5,0.5,"clean",NA
16,6,96,1,2.5,0.5,"random",0.3024
16,6,96,1,2.5,0.5,"longstring",0.2457
16,6,96,1,2.5,0.5,"pure_straight",0.3914
16,6,96,1,2.5,0.5,"acquiescent",0.3125
16,6,96,1,2.5,0.5,"mixed",0.2889
16,6,96,1,2.5,0.8,"clean",NA
16,6,96,1,2.5,0.8,"random",0.2867
16,6,96,1,2.5,0.8,"longstring",0.2315
16,6,96,1,2.5,0.8,"pure_straight",0.3716
16,6,96,1,2.5,0.8,"acquiescent",0.2941
16,6,96,1,2.5,0.8,"mixed",0.2734
16,6,96,1,2.5,1,"clean",NA
16,6,96,1,2.5,1,"random",0.278
16,6,96,1,2.5,1,"longstring",0.2753
16,6,96,1,2.5,1,"pure_straight",0.3606
16,6,96,1,2.5,1,"acquiescent",0.3224
16,6,96,1,2.5,1,"mixed",0.2622
16,6,96,1,2.5,1.5,"clean",NA
16,6,96,1,2.5,1.5,"random",0.2647
16,6,96,1,2.5,1.5,"longstring",0.2647
16,6,96,1,2.5,1.5,"pure_straight",0.3468
16,6,96,1,2.5,1.5,"acquiescent",0.3091
16,6,96,1,2.5,1.5,"mixed",0.2518
16,6,96,1,3,0.3,"clean",NA
16,6,96,1,3,0.3,"random",0.3091
16,6,96,1,3,0.3,"longstring",0.2518
16,6,96,1,3,0.3,"pure_straight",0.4
16,6,96,1,3,0.3,"acquiescent",0.28
16,6,96,1,3,0.3,"mixed",0.2956
16,6,96,1,3,0.5,"clean",NA
16,6,96,1,3,0.5,"random",0.3024
16,6,96,1,3,0.5,"longstring",0.2457
16,6,96,1,3,0.5,"pure_straight",0.3914
16,6,96,1,3,0.5,"acquiescent",0.3125
16,6,96,1,3,0.5,"mixed",0.2889
16,6,96,1,3,0.8,"clean",NA
16,6,96,1,3,0.8,"random",0.2867
16,6,96,1,3,0.8,"longstring",0.2315
16,6,96,1,3,0.8,"pure_straight",0.3716
16,6,96,1,3,0.8,"acquiescent",0.333
16,6,96,1,3,0.8,"mixed",0.2705
16,6,96,1,3,1,"clean",NA
16,6,96,1,3,1,"random",0.2726
16,6,96,1,3,1,"longstring",0.2726
16,6,96,1,3,1,"pure_straight",0.357
16,6,96,1,3,1,"acquiescent",0.319
16,6,96,1,3,1,"mixed",0.2595
16,6,96,1,3,1.5,"clean",NA
16,6,96,1,3,1.5,"random",0.2525
16,6,96,1,3,1.5,"longstring",0.2525
16,6,96,1,3,1.5,"pure_straight",0.3309
16,6,96,1,3,1.5,"acquiescent",0.2937
16,6,96,1,3,1.5,"mixed",0.2399
16,6,96,2,0,0.3,"clean",NA
16,6,96,2,0,0.3,"random",0.183
16,6,96,2,0,0.3,"longstring",0.1582
16,6,96,2,0,0.3,"pure_straight",0.334
16,6,96,2,0,0.3,"acquiescent",0.2966
16,6,96,2,0,0.3,"mixed",0.2422
16,6,96,2,0,0.5,"clean",NA
16,6,96,2,0,0.5,"random",0.183
16,6,96,2,0,0.5,"longstring",0.1582
16,6,96,2,0,0.5,"pure_straight",0.334
16,6,96,2,0,0.5,"acquiescent",0.2966
16,6,96,2,0,0.5,"mixed",0.2422
16,6,96,2,0,0.8,"clean",NA
16,6,96,2,0,0.8,"random",0.183
16,6,96,2,0,0.8,"longstring",0.1582
16,6,96,2,0,0.8,"pure_straight",0.334
16,6,96,2,0,0.8,"acquiescent",0.2966
16,6,96,2,0,0.8,"mixed",0.2422
16,6,96,2,0,1,"clean",NA
16,6,96,2,0,1,"random",0.183
16,6,96,2,0,1,"longstring",0.1582
16,6,96,2,0,1,"pure_straight",0.334
16,6,96,2,0,1,"acquiescent",0.2966
16,6,96,2,0,1,"mixed",0.2422
16,6,96,2,0,1.5,"clean",NA
16,6,96,2,0,1.5,"random",0.183
16,6,96,2,0,1.5,"longstring",0.1582
16,6,96,2,0,1.5,"pure_straight",0.334
16,6,96,2,0,1.5,"acquiescent",0.2966
16,6,96,2,0,1.5,"mixed",0.2422
16,6,96,2,0.5,0.3,"clean",NA
16,6,96,2,0.5,0.3,"random",0.183
16,6,96,2,0.5,0.3,"longstring",0.1582
16,6,96,2,0.5,0.3,"pure_straight",0.334
16,6,96,2,0.5,0.3,"acquiescent",0.2966
16,6,96,2,0.5,0.3,"mixed",0.2422
16,6,96,2,0.5,0.5,"clean",NA
16,6,96,2,0.5,0.5,"random",0.1809
16,6,96,2,0.5,0.5,"longstring",0.1563
16,6,96,2,0.5,0.5,"pure_straight",0.3309
16,6,96,2,0.5,0.5,"acquiescent",0.2937
16,6,96,2,0.5,0.5,"mixed",0.2399
16,6,96,2,0.5,0.8,"clean",NA
16,6,96,2,0.5,0.8,"random",0.1789
16,6,96,2,0.5,0.8,"longstring",0.1545
16,6,96,2,0.5,0.8,"pure_straight",0.3279
16,6,96,2,0.5,0.8,"acquiescent",0.2907
16,6,96,2,0.5,0.8,"mixed",0.2354
16,6,96,2,0.5,1,"clean",NA
16,6,96,2,0.5,1,"random",0.177
16,6,96,2,0.5,1,"longstring",0.1527
16,6,96,2,0.5,1,"pure_straight",0.3249
16,6,96,2,0.5,1,"acquiescent",0.2878
16,6,96,2,0.5,1,"mixed",0.2333
16,6,96,2,0.5,1.5,"clean",NA
16,6,96,2,0.5,1.5,"random",0.1693
16,6,96,2,0.5,1.5,"longstring",0.1458
16,6,96,2,0.5,1.5,"pure_straight",0.3134
16,6,96,2,0.5,1.5,"acquiescent",0.3134
16,6,96,2,0.5,1.5,"mixed",0.2249
16,6,96,2,1,0.3,"clean",NA
16,6,96,2,1,0.3,"random",0.183
16,6,96,2,1,0.3,"longstring",0.1582
16,6,96,2,1,0.3,"pure_straight",0.334
16,6,96,2,1,0.3,"acquiescent",0.2966
16,6,96,2,1,0.3,"mixed",0.2422
16,6,96,2,1,0.5,"clean",NA
16,6,96,2,1,0.5,"random",0.1789
16,6,96,2,1,0.5,"longstring",0.1545
16,6,96,2,1,0.5,"pure_straight",0.3279
16,6,96,2,1,0.5,"acquiescent",0.2907
16,6,96,2,1,0.5,"mixed",0.2377
16,6,96,2,1,0.8,"clean",NA
16,6,96,2,1,0.8,"random",0.1731
16,6,96,2,1,0.8,"longstring",0.1492
16,6,96,2,1,0.8,"pure_straight",0.3191
16,6,96,2,1,0.8,"acquiescent",0.3191
16,6,96,2,1,0.8,"mixed",0.229
16,6,96,2,1,1,"clean",NA
16,6,96,2,1,1,"random",0.1693
16,6,96,2,1,1,"longstring",0.1458
16,6,96,2,1,1,"pure_straight",0.3134
16,6,96,2,1,1,"acquiescent",0.3134
16,6,96,2,1,1,"mixed",0.2249
16,6,96,2,1,1.5,"clean",NA
16,6,96,2,1,1.5,"random",0.1639
16,6,96,2,1,1.5,"longstring",0.1408
16,6,96,2,1,1.5,"pure_straight",0.3053
16,6,96,2,1,1.5,"acquiescent",0.3053
16,6,96,2,1,1.5,"mixed",0.2189
16,6,96,2,1.5,0.3,"clean",NA
16,6,96,2,1.5,0.3,"random",0.183
16,6,96,2,1.5,0.3,"longstring",0.1582
16,6,96,2,1.5,0.3,"pure_straight",0.334
16,6,96,2,1.5,0.3,"acquiescent",0.2966
16,6,96,2,1.5,0.3,"mixed",0.2422
16,6,96,2,1.5,0.5,"clean",NA
16,6,96,2,1.5,0.5,"random",0.1789
16,6,96,2,1.5,0.5,"longstring",0.1545
16,6,96,2,1.5,0.5,"pure_straight",0.3279
16,6,96,2,1.5,0.5,"acquiescent",0.3279
16,6,96,2,1.5,0.5,"mixed",0.2377
16,6,96,2,1.5,0.8,"clean",NA
16,6,96,2,1.5,0.8,"random",0.1712
16,6,96,2,1.5,0.8,"longstring",0.1475
16,6,96,2,1.5,0.8,"pure_straight",0.3162
16,6,96,2,1.5,0.8,"acquiescent",0.3162
16,6,96,2,1.5,0.8,"mixed",0.2269
16,6,96,2,1.5,1,"clean",NA
16,6,96,2,1.5,1,"random",0.1656
16,6,96,2,1.5,1,"longstring",0.1425
16,6,96,2,1.5,1,"pure_straight",0.3079
16,6,96,2,1.5,1,"acquiescent",0.3079
16,6,96,2,1.5,1,"mixed",0.2209
16,6,96,2,1.5,1.5,"clean",NA
16,6,96,2,1.5,1.5,"random",0.1487
16,6,96,2,1.5,1.5,"longstring",0.1271
16,6,96,2,1.5,1.5,"pure_straight",0.2827
16,6,96,2,1.5,1.5,"acquiescent",0.2827
16,6,96,2,1.5,1.5,"mixed",0.2025
16,6,96,2,2,0.3,"clean",NA
16,6,96,2,2,0.3,"random",0.183
16,6,96,2,2,0.3,"longstring",0.1582
16,6,96,2,2,0.3,"pure_straight",0.334
16,6,96,2,2,0.3,"acquiescent",0.2966
16,6,96,2,2,0.3,"mixed",0.2422
16,6,96,2,2,0.5,"clean",NA
16,6,96,2,2,0.5,"random",0.1789
16,6,96,2,2,0.5,"longstring",0.1545
16,6,96,2,2,0.5,"pure_straight",0.3279
16,6,96,2,2,0.5,"acquiescent",0.3279
16,6,96,2,2,0.5,"mixed",0.2354
16,6,96,2,2,0.8,"clean",NA
16,6,96,2,2,0.8,"random",0.1675
16,6,96,2,2,0.8,"longstring",0.1441
16,6,96,2,2,0.8,"pure_straight",0.3107
16,6,96,2,2,0.8,"acquiescent",0.3107
16,6,96,2,2,0.8,"mixed",0.2228
16,6,96,2,2,1,"clean",NA
16,6,96,2,2,1,"random",0.1639
16,6,96,2,2,1,"longstring",0.1408
16,6,96,2,2,1,"pure_straight",0.3053
16,6,96,2,2,1,"acquiescent",0.3053
16,6,96,2,2,1,"mixed",0.2189
16,6,96,2,2,1.5,"clean",NA
16,6,96,2,2,1.5,"random",0.1958
16,6,96,2,2,1.5,"longstring",0.1214
16,6,96,2,2,1.5,"pure_straight",0.2757
16,6,96,2,2,1.5,"acquiescent",0.2757
16,6,96,2,2,1.5,"mixed",0.1974
16,6,96,2,2.5,0.3,"clean",NA
16,6,96,2,2.5,0.3,"random",0.183
16,6,96,2,2.5,0.3,"longstring",0.1582
16,6,96,2,2.5,0.3,"pure_straight",0.334
16,6,96,2,2.5,0.3,"acquiescent",0.2966
16,6,96,2,2.5,0.3,"mixed",0.2422
16,6,96,2,2.5,0.5,"clean",NA
16,6,96,2,2.5,0.5,"random",0.1789
16,6,96,2,2.5,0.5,"longstring",0.1545
16,6,96,2,2.5,0.5,"pure_straight",0.3279
16,6,96,2,2.5,0.5,"acquiescent",0.3279
16,6,96,2,2.5,0.5,"mixed",0.2354
16,6,96,2,2.5,0.8,"clean",NA
16,6,96,2,2.5,0.8,"random",0.1656
16,6,96,2,2.5,0.8,"longstring",0.1425
16,6,96,2,2.5,0.8,"pure_straight",0.3079
16,6,96,2,2.5,0.8,"acquiescent",0.3079
16,6,96,2,2.5,0.8,"mixed",0.2209
16,6,96,2,2.5,1,"clean",NA
16,6,96,2,2.5,1,"random",0.1569
16,6,96,2,2.5,1,"longstring",0.1345
16,6,96,2,2.5,1,"pure_straight",0.2949
16,6,96,2,2.5,1,"acquiescent",0.2949
16,6,96,2,2.5,1,"mixed",0.2114
16,6,96,2,2.5,1.5,"clean",NA
16,6,96,2,2.5,1.5,"random",0.1848
16,6,96,2,2.5,1.5,"longstring",0.1132
16,6,96,2,2.5,1.5,"pure_straight",0.2624
16,6,96,2,2.5,1.5,"acquiescent",0.2624
16,6,96,2,2.5,1.5,"mixed",0.1878
16,6,96,2,3,0.3,"clean",NA
16,6,96,2,3,0.3,"random",0.183
16,6,96,2,3,0.3,"longstring",0.1582
16,6,96,2,3,0.3,"pure_straight",0.334
16,6,96,2,3,0.3,"acquiescent",0.2966
16,6,96,2,3,0.3,"mixed",0.2422
16,6,96,2,3,0.5,"clean",NA
16,6,96,2,3,0.5,"random",0.177
16,6,96,2,3,0.5,"longstring",0.1527
16,6,96,2,3,0.5,"pure_straight",0.3249
16,6,96,2,3,0.5,"acquiescent",0.3249
16,6,96,2,3,0.5,"mixed",0.2333
16,6,96,2,3,0.8,"clean",NA
16,6,96,2,3,0.8,"random",0.1639
16,6,96,2,3,0.8,"longstring",0.1408
16,6,96,2,3,0.8,"pure_straight",0.3053
16,6,96,2,3,0.8,"acquiescent",0.3053
16,6,96,2,3,0.8,"mixed",0.2189
16,6,96,2,3,1,"clean",NA
16,6,96,2,3,1,"random",0.1487
16,6,96,2,3,1,"longstring",0.1271
16,6,96,2,3,1,"pure_straight",0.2827
16,6,96,2,3,1,"acquiescent",0.2827
16,6,96,2,3,1,"mixed",0.2025
16,6,96,2,3,1.5,"clean",NA
16,6,96,2,3,1.5,"random",0.1789
16,6,96,2,3,1.5,"longstring",0.1081
16,6,96,2,3,1.5,"pure_straight",0.2541
16,6,96,2,3,1.5,"acquiescent",0.2541
16,6,96,2,3,1.5,"mixed",0.1818
16,6,96,3,0,0.3,"clean",NA
16,6,96,3,0,0.3,"random",0.2294
16,6,96,3,0,0.3,"longstring",0.1983
16,6,96,3,0,0.3,"pure_straight",0.3536
16,6,96,3,0,0.3,"acquiescent",0.2388
16,6,96,3,0,0.3,"mixed",0.2211
16,6,96,3,0,0.5,"clean",NA
16,6,96,3,0,0.5,"random",0.2294
16,6,96,3,0,0.5,"longstring",0.1983
16,6,96,3,0,0.5,"pure_straight",0.3536
16,6,96,3,0,0.5,"acquiescent",0.2388
16,6,96,3,0,0.5,"mixed",0.2211
16,6,96,3,0,0.8,"clean",NA
16,6,96,3,0,0.8,"random",0.2294
16,6,96,3,0,0.8,"longstring",0.1983
16,6,96,3,0,0.8,"pure_straight",0.3536
16,6,96,3,0,0.8,"acquiescent",0.2388
16,6,96,3,0,0.8,"mixed",0.2211
16,6,96,3,0,1,"clean",NA
16,6,96,3,0,1,"random",0.2294
16,6,96,3,0,1,"longstring",0.1983
16,6,96,3,0,1,"pure_straight",0.3536
16,6,96,3,0,1,"acquiescent",0.2388
16,6,96,3,0,1,"mixed",0.2211
16,6,96,3,0,1.5,"clean",NA
16,6,96,3,0,1.5,"random",0.2294
16,6,96,3,0,1.5,"longstring",0.1983
16,6,96,3,0,1.5,"pure_straight",0.3536
16,6,96,3,0,1.5,"acquiescent",0.2388
16,6,96,3,0,1.5,"mixed",0.2211
16,6,96,3,0.5,0.3,"clean",NA
16,6,96,3,0.5,0.3,"random",0.2294
16,6,96,3,0.5,0.3,"longstring",0.1983
16,6,96,3,0.5,0.3,"pure_straight",0.3536
16,6,96,3,0.5,0.3,"acquiescent",0.2388
16,6,96,3,0.5,0.3,"mixed",0.2211
16,6,96,3,0.5,0.5,"clean",NA
16,6,96,3,0.5,0.5,"random",0.2294
16,6,96,3,0.5,0.5,"longstring",0.1983
16,6,96,3,0.5,0.5,"pure_straight",0.3536
16,6,96,3,0.5,0.5,"acquiescent",0.2388
16,6,96,3,0.5,0.5,"mixed",0.2211
16,6,96,3,0.5,0.8,"clean",NA
16,6,96,3,0.5,0.8,"random",0.225
16,6,96,3,0.5,0.8,"longstring",0.1937
16,6,96,3,0.5,0.8,"pure_straight",0.3468
16,6,96,3,0.5,0.8,"acquiescent",0.2328
16,6,96,3,0.5,0.8,"mixed",0.2162
16,6,96,3,0.5,1,"clean",NA
16,6,96,3,0.5,1,"random",0.2228
16,6,96,3,0.5,1,"longstring",0.1915
16,6,96,3,0.5,1,"pure_straight",0.3435
16,6,96,3,0.5,1,"acquiescent",0.2298
16,6,96,3,0.5,1,"mixed",0.2138
16,6,96,3,0.5,1.5,"clean",NA
16,6,96,3,0.5,1.5,"random",0.2186
16,6,96,3,0.5,1.5,"longstring",0.1872
16,6,96,3,0.5,1.5,"pure_straight",0.3371
16,6,96,3,0.5,1.5,"acquiescent",0.2241
16,6,96,3,0.5,1.5,"mixed",0.2091
16,6,96,3,1,0.3,"clean",NA
16,6,96,3,1,0.3,"random",0.2294
16,6,96,3,1,0.3,"longstring",0.1983
16,6,96,3,1,0.3,"pure_straight",0.3536
16,6,96,3,1,0.3,"acquiescent",0.2388
16,6,96,3,1,0.3,"mixed",0.2211
16,6,96,3,1,0.5,"clean",NA
16,6,96,3,1,0.5,"random",0.225
16,6,96,3,1,0.5,"longstring",0.1937
16,6,96,3,1,0.5,"pure_straight",0.3468
16,6,96,3,1,0.5,"acquiescent",0.2328
16,6,96,3,1,0.5,"mixed",0.2162
16,6,96,3,1,0.8,"clean",NA
16,6,96,3,1,0.8,"random",0.2207
16,6,96,3,1,0.8,"longstring",0.1893
16,6,96,3,1,0.8,"pure_straight",0.3403
16,6,96,3,1,0.8,"acquiescent",0.265
16,6,96,3,1,0.8,"mixed",0.2115
16,6,96,3,1,1,"clean",NA
16,6,96,3,1,1,"random",0.2186
16,6,96,3,1,1,"longstring",0.1872
16,6,96,3,1,1,"pure_straight",0.3371
16,6,96,3,1,1,"acquiescent",0.262
16,6,96,3,1,1,"mixed",0.2091
16,6,96,3,1,1.5,"clean",NA
16,6,96,3,1,1.5,"random",0.2125
16,6,96,3,1,1.5,"longstring",0.1809
16,6,96,3,1,1.5,"pure_straight",0.3279
16,6,96,3,1,1.5,"acquiescent",0.2534
16,6,96,3,1,1.5,"mixed",0.2024
16,6,96,3,1.5,0.3,"clean",NA
16,6,96,3,1.5,0.3,"random",0.2294
16,6,96,3,1.5,0.3,"longstring",0.1983
16,6,96,3,1.5,0.3,"pure_straight",0.3536
16,6,96,3,1.5,0.3,"acquiescent",0.2388
16,6,96,3,1.5,0.3,"mixed",0.2211
16,6,96,3,1.5,0.5,"clean",NA
16,6,96,3,1.5,0.5,"random",0.225
16,6,96,3,1.5,0.5,"longstring",0.1937
16,6,96,3,1.5,0.5,"pure_straight",0.3468
16,6,96,3,1.5,0.5,"acquiescent",0.2328
16,6,96,3,1.5,0.5,"mixed",0.2162
16,6,96,3,1.5,0.8,"clean",NA
16,6,96,3,1.5,0.8,"random",0.2186
16,6,96,3,1.5,0.8,"longstring",0.1872
16,6,96,3,1.5,0.8,"pure_straight",0.3371
16,6,96,3,1.5,0.8,"acquiescent",0.262
16,6,96,3,1.5,0.8,"mixed",0.2091
16,6,96,3,1.5,1,"clean",NA
16,6,96,3,1.5,1,"random",0.2145
16,6,96,3,1.5,1,"longstring",0.183
16,6,96,3,1.5,1,"pure_straight",0.3309
16,6,96,3,1.5,1,"acquiescent",0.2562
16,6,96,3,1.5,1,"mixed",0.2046
16,6,96,3,1.5,1.5,"clean",NA
16,6,96,3,1.5,1.5,"random",0.2086
16,6,96,3,1.5,1.5,"longstring",0.177
16,6,96,3,1.5,1.5,"pure_straight",0.322
16,6,96,3,1.5,1.5,"acquiescent",0.322
16,6,96,3,1.5,1.5,"mixed",0.1981
16,6,96,3,2,0.3,"clean",NA
16,6,96,3,2,0.3,"random",0.2294
16,6,96,3,2,0.3,"longstring",0.1983
16,6,96,3,2,0.3,"pure_straight",0.3536
16,6,96,3,2,0.3,"acquiescent",0.2388
16,6,96,3,2,0.3,"mixed",0.2211
16,6,96,3,2,0.5,"clean",NA
16,6,96,3,2,0.5,"random",0.225
16,6,96,3,2,0.5,"longstring",0.1937
16,6,96,3,2,0.5,"pure_straight",0.3468
16,6,96,3,2,0.5,"acquiescent",0.2711
16,6,96,3,2,0.5,"mixed",0.2162
16,6,96,3,2,0.8,"clean",NA
16,6,96,3,2,0.8,"random",0.2165
16,6,96,3,2,0.8,"longstring",0.1851
16,6,96,3,2,0.8,"pure_straight",0.334
16,6,96,3,2,0.8,"acquiescent",0.2966
16,6,96,3,2,0.8,"mixed",0.2069
16,6,96,3,2,1,"clean",NA
16,6,96,3,2,1,"random",0.2125
16,6,96,3,2,1,"longstring",0.1809
16,6,96,3,2,1,"pure_straight",0.3279
16,6,96,3,2,1,"acquiescent",0.3279
16,6,96,3,2,1,"mixed",0.2024
16,6,96,3,2,1.5,"clean",NA
16,6,96,3,2,1.5,"random",0.1925
16,6,96,3,2,1.5,"longstring",0.2132
